Date,Open,High,Low,Close,Adj Close,Volume
26/04/2021,232,238.5,231.75,238.029999,238.029999,167900
27/04/2021,238.589996,240.940002,236.539993,239.539993,239.539993,144100
28/04/2021,239.789993,240.115005,233.850006,234,234,126400
29/04/2021,235.470001,236.378006,229.229996,233.800003,233.800003,147800
30/04/2021,231.050003,236.889999,229,229.179993,229.179993,139100
03/05/2021,231.869995,232.039993,221.880005,223.240005,223.240005,190100
04/05/2021,220.630005,220.630005,214.089996,216.630005,216.630005,117900
05/05/2021,219.490005,222.399994,215.240005,216.009995,216.009995,107400
06/05/2021,215.169998,215.416,208.710007,212.639999,212.639999,163400
07/05/2021,215.199997,221.330002,215.199997,217.880005,217.880005,135200
10/05/2021,216.949997,216.949997,211.300003,213.5,213.5,239900
11/05/2021,207.009995,213.919998,205.080002,213.070007,213.070007,195300
12/05/2021,209.229996,210.130005,203.660004,205.320007,205.320007,169000
13/05/2021,208.320007,210,202.580002,204.529999,204.529999,272100
14/05/2021,220,224.690002,214.289993,214.960007,214.960007,648900
17/05/2021,213.419998,214.009995,206.744995,212.580002,212.580002,227200
18/05/2021,213.729996,219.307999,213.039993,216.520004,216.520004,211400
19/05/2021,210.229996,217.539993,209.009995,217.389999,217.389999,158700
20/05/2021,218.5,221.949997,217.380005,218.490005,218.490005,206400
21/05/2021,219.660004,220.089996,212.100006,213.839996,213.839996,252500
24/05/2021,214.940002,218.529999,214.130005,217.309998,217.309998,128900
25/05/2021,212.009995,216.475006,209.809998,215.960007,215.960007,443000
26/05/2021,223.990005,229.889999,217.419998,218.380005,218.380005,774700
27/05/2021,216.940002,219.740005,210.960007,217.220001,217.220001,359300
28/05/2021,217.580002,220.399994,215.070007,217.869995,217.869995,196700
01/06/2021,218.470001,219.770004,212.570007,213.570007,213.570007,220100
02/06/2021,213.330002,215.065002,211.119995,212.440002,212.440002,377100
03/06/2021,211,211.699997,207.220001,208.279999,208.279999,273800
04/06/2021,209.639999,213.679993,209,213.339996,213.339996,228300
07/06/2021,213.600006,214.164993,211.009995,213.699997,213.699997,140900
08/06/2021,215,217.449997,211.029999,211.360001,211.360001,137100
09/06/2021,212.110001,213.544998,208.759995,208.869995,208.869995,121700
10/06/2021,207.649994,214.009995,207.5,213.710007,213.710007,156800
11/06/2021,213.259995,218.089996,213.259995,218.080002,218.080002,139000
14/06/2021,218.639999,220.809998,217.389999,218.259995,218.259995,179100
15/06/2021,218.25,220.929993,215.330002,216.889999,216.889999,300900
16/06/2021,217.339996,219.509995,214.190002,215.619995,215.619995,174800
17/06/2021,215.070007,223.949997,215.070007,223.259995,223.259995,136900
18/06/2021,223.339996,225.080002,219.164993,219.919998,219.919998,177600
21/06/2021,219.910004,223.770004,216.660004,222.419998,222.419998,95100
22/06/2021,221.199997,225.835007,220.391006,225.440002,225.440002,129400
23/06/2021,225.800003,227.440002,223.669998,226.210007,226.210007,275300
24/06/2021,229.100006,229.220001,226.25,227.570007,227.570007,168400
25/06/2021,220.539993,227.130005,218.041,226.75,226.75,692100
28/06/2021,228.770004,229.490005,226.539993,228.979996,228.979996,199900
29/06/2021,229.25,229.559998,226.479996,226.889999,226.889999,240300
30/06/2021,225.350006,225.350006,219.134995,219.179993,219.179993,220600
01/07/2021,218.479996,220.110001,215.089996,216.300003,216.300003,184700
02/07/2021,218,220.300003,215.240005,216.110001,216.110001,138900
06/07/2021,215.970001,219.119995,215.649994,218.580002,218.580002,228600
07/07/2021,221.429993,223.309998,218.369995,222.990005,222.990005,169700
08/07/2021,217.869995,218.25,214.929993,216.110001,216.110001,101700
09/07/2021,215.789993,220.210007,214.009995,220.009995,220.009995,97800
12/07/2021,220.009995,224.429993,220.009995,222.5,222.5,256700
13/07/2021,221.830002,224.919998,221.830002,223.600006,223.600006,162000
14/07/2021,227.399994,227.75,220.520004,220.919998,220.919998,244300
15/07/2021,220.929993,221.949997,215.789993,218.369995,218.369995,156400
16/07/2021,220.809998,223.729996,218.089996,218.970001,218.970001,197300
19/07/2021,215.130005,219.869995,214.690002,219.130005,219.130005,217200
20/07/2021,221.199997,231.880005,220.220001,230.270004,230.270004,231800
21/07/2021,231,231.240005,226.679993,229.199997,229.199997,155000
22/07/2021,230.330002,232,228.470001,231.559998,231.559998,196300
23/07/2021,231.050003,238.520004,230.744995,237.660004,237.660004,163600
26/07/2021,237.919998,237.919998,233.889999,235.279999,235.279999,121100
27/07/2021,235.320007,235.524994,229.440002,233.389999,233.389999,167000
28/07/2021,239,243.880005,238.899994,241.279999,241.279999,312100
29/07/2021,241,243.190002,239.119995,240.970001,240.970001,200600
30/07/2021,238.570007,242.550003,237,239.160004,239.160004,165800
02/08/2021,241.990005,241.990005,234.335007,235.399994,235.399994,248500
03/08/2021,241.059998,242.669998,233.875,238.429993,238.429993,258400
04/08/2021,237.009995,243.220001,236.229996,242.929993,242.929993,244500
05/08/2021,244,252.380005,242.389999,250.320007,250.320007,292700
06/08/2021,249.190002,259.48999,247.949997,258.309998,258.309998,356800
09/08/2021,258.309998,259.799988,251.029999,251.25,251.25,271800
10/08/2021,253.445007,255.169998,250.740005,253.039993,253.039993,255700
11/08/2021,253.789993,261.109985,253.789993,256.670013,256.670013,346900
12/08/2021,256,264.959991,255.610001,260.809998,260.809998,417800
13/08/2021,270.25,277.98999,260.910004,271.420013,271.420013,467200
16/08/2021,270.820007,276.350006,268.709991,275.809998,275.809998,284600
17/08/2021,275.160004,287.295013,274.119995,285.179993,285.179993,586100
18/08/2021,282.549988,290.38501,282.34201,286.5,286.5,481600
19/08/2021,284.690002,289.059998,283.720001,288.670013,288.670013,394100
20/08/2021,290.01001,296.700012,287.420013,296.440002,296.440002,246700
23/08/2021,297,306.359985,297,303.790009,303.790009,442400
24/08/2021,305.660004,313.73999,305.660004,310.470001,310.470001,550200
25/08/2021,310.51001,313.768005,307.130005,309.679993,309.679993,314700
26/08/2021,313.76001,314.75,307.950012,314.25,314.25,281500
27/08/2021,315.390015,321.480011,315.001007,319.230011,319.230011,332000
30/08/2021,319.880005,324.380005,317.399994,322.600006,322.600006,352300
31/08/2021,323.420013,324.105011,315.527008,322.279999,322.279999,349300
01/09/2021,324.179993,326.709991,321.019989,324.029999,324.029999,327500
02/09/2021,326.079987,326.709991,318.910004,324.290009,324.290009,247300
03/09/2021,323.799988,332.600006,323.140015,331.109985,331.109985,225000
07/09/2021,331.459991,332.790009,327.619995,328.959991,328.959991,372700
08/09/2021,327.200012,327.779999,323.100006,326.950012,326.950012,292700
09/09/2021,327.290009,330.170013,324.23999,325.320007,325.320007,207100
10/09/2021,327.649994,330.100006,323.700012,324.190002,324.190002,333500
13/09/2021,325,325.160004,312.529999,316.859985,316.859985,528400
14/09/2021,319.51001,325.019989,316.869995,322.5,322.5,288800
15/09/2021,320.869995,325.890015,316.040009,324.950012,324.950012,187700
16/09/2021,322.450012,327.190002,321.51001,324.640015,324.640015,211600
17/09/2021,325.279999,326.649994,317.839996,319.869995,319.869995,455600
20/09/2021,312.320007,314.26001,308.300995,313.119995,313.119995,323000
21/09/2021,323.200012,328.98999,318.720001,323.170013,323.170013,431300
22/09/2021,323.600006,325.230011,320.540009,322.920013,322.920013,234400
23/09/2021,325.149994,330.244995,320.070007,329.720001,329.720001,181200
24/09/2021,326.01001,328.940002,322.019989,324.040009,324.040009,225800
27/09/2021,319.75,319.75,296.980011,298.470001,298.470001,748700
28/09/2021,292.420013,292.73999,282.320007,288.640015,288.640015,616600
29/09/2021,291.140015,292.209991,279.700012,281.859985,281.859985,453200
30/09/2021,283.170013,285.519989,278.25,281.01001,281.01001,389400
01/10/2021,282.940002,283.220001,274.591003,279.029999,279.029999,253800
04/10/2021,275.549988,278.029999,266.817993,271.869995,271.869995,272400
05/10/2021,272.799988,276.730011,270.779999,275,275,365700
06/10/2021,270.220001,275.559998,268.950012,275.559998,275.559998,327500
07/10/2021,277.51001,281.040009,275.940002,279.440002,279.440002,430600
08/10/2021,282.200012,283.769989,270.799988,271.320007,271.320007,275700
11/10/2021,268.230011,273.23999,266.625,267.950012,267.950012,207400
12/10/2021,270.859985,277.630005,266.619995,276.01001,276.01001,513300
13/10/2021,280.079987,286.380005,279.350006,286.190002,286.190002,416300
14/10/2021,290.440002,303,289.609985,297.48999,297.48999,561200
15/10/2021,300.200012,307.98999,300.200012,302.850006,302.850006,389400
18/10/2021,302.859985,311.380005,302.859985,308.609985,308.609985,309000
19/10/2021,310.019989,313.670013,308.609985,310.829987,310.829987,232600
20/10/2021,312.820007,312.820007,305.170013,308.480011,308.480011,217700
21/10/2021,306.929993,309.910004,305.779999,309.619995,309.619995,276400
22/10/2021,309.980011,313.619995,304.019989,305.070007,305.070007,403300
25/10/2021,305.51001,313.625,303.200012,309.48999,309.48999,275100
26/10/2021,310.869995,312.640015,306.839996,310.619995,310.619995,179600
27/10/2021,310.029999,314.220001,307.320007,308.98999,308.98999,422300
28/10/2021,311.070007,317.529999,308.700012,314.109985,314.109985,243400
29/10/2021,311.809998,321.100006,310.440002,319.190002,319.190002,210100
01/11/2021,319.769989,321.970001,316.190002,319.920013,319.920013,266900
02/11/2021,320.850006,328.429993,320.369995,326.700012,326.700012,336900
03/11/2021,327.309998,329.959991,315.850006,328.320007,328.320007,269500
04/11/2021,330,339.440002,323.369995,336.679993,336.679993,335800
05/11/2021,339.329987,342.799988,335.230011,342.01001,342.01001,375100
08/11/2021,344.570007,353.450012,344.570007,347.929993,347.929993,332500
09/11/2021,347.230011,354.619995,343.769989,354.440002,354.440002,252800
10/11/2021,352.890015,352.959991,328.940002,331.019989,331.019989,381200
11/11/2021,335.339996,339.070007,329.390015,331.859985,331.859985,227600
12/11/2021,332.559998,334.320007,321.730011,323.380005,323.380005,581300
15/11/2021,325.119995,326.869995,310.815002,314.769989,314.769989,361100
16/11/2021,312.920013,319.265015,311.290009,314.480011,314.480011,324800
17/11/2021,314.829987,316.76001,307.440002,314.869995,314.869995,299500
18/11/2021,320.140015,320.950012,307.320007,310.559998,310.559998,370000
19/11/2021,314.730011,314.730011,295.029999,306.410004,306.410004,659100
22/11/2021,308.089996,308.089996,273.73999,283.570007,283.570007,1040800
23/11/2021,282.019989,285.723999,267.130005,281.589996,281.589996,852200
24/11/2021,276.429993,281.649994,266.195007,278.359985,278.359985,770300
26/11/2021,273.899994,274.98999,256.420013,256.839996,256.839996,708300
29/11/2021,263.200012,279.040009,258.5,271.950012,271.950012,1438400
30/11/2021,272.01001,280.470001,261.170013,265.01001,265.01001,6136300
01/12/2021,272.279999,279.779999,266.980011,267.190002,267.190002,938700
02/12/2021,266.519989,280.359985,266.519989,274.859985,274.859985,573200
03/12/2021,276.220001,277.269989,250.589996,252.300003,252.300003,623800
06/12/2021,250,258.359985,243.679993,253.800003,253.800003,586200
07/12/2021,262.839996,268.839996,261.125,267.390015,267.390015,382800
08/12/2021,272.23999,285.230011,268,283.079987,283.079987,645400
09/12/2021,279.670013,283.459991,272.369995,276.420013,276.420013,384500
10/12/2021,277.390015,281.619995,270.940002,272.369995,272.369995,285400
13/12/2021,273.329987,282.25,270.320007,273.690002,273.690002,317300
14/12/2021,267.089996,268.140015,255.570007,266.540009,266.540009,404700
15/12/2021,266.450012,269.959991,256.929993,269.380005,269.380005,405200
16/12/2021,272.890015,277.350006,262.019989,263.649994,263.649994,470200
17/12/2021,262.799988,273.230011,258.73999,271.880005,271.880005,553900
20/12/2021,264.540009,272.640015,261.959991,267.380005,267.380005,420600
21/12/2021,271.119995,283.11499,265.820007,281.769989,281.769989,373000
22/12/2021,281.25,290.799988,279.045013,290.140015,290.140015,391400
23/12/2021,290.350006,299.920013,288.670013,297.690002,297.690002,336700
27/12/2021,300.019989,315.75,297.73999,314.559998,314.559998,377900
28/12/2021,312.320007,315.5,308.130005,314.029999,314.029999,695900
29/12/2021,313.73999,320.649994,312.423004,320.640015,320.640015,312700
30/12/2021,318.679993,324.290009,315.109985,315.140015,315.140015,271200
31/12/2021,313.429993,318.829987,310.820007,314.089996,314.089996,173000
03/01/2022,314.529999,318.980011,296.579987,302.690002,302.690002,384200
04/01/2022,303.309998,304.25,276.209991,280.380005,280.380005,370300
05/01/2022,274.799988,277.829987,259.558014,262.119995,262.119995,432000
06/01/2022,257.399994,265.790009,252.595001,260.690002,260.690002,445300
07/01/2022,258.839996,267.700012,250.130005,250.190002,250.190002,351100
10/01/2022,245.009995,249.630005,235.169998,249,249,540800
11/01/2022,249.330002,266.709991,247.229996,265.679993,265.679993,481300
12/01/2022,265.649994,274.130005,263.570007,269.519989,269.519989,460900
13/01/2022,272.309998,273.73999,249.740005,251.270004,251.270004,323800
14/01/2022,247.259995,258.690002,242.970001,251.720001,251.720001,254200
18/01/2022,246.550003,248.619995,238.350006,238.580002,238.580002,346000
19/01/2022,239.139999,246,236.020004,238.610001,238.610001,388000
20/01/2022,241.179993,244.360001,234.929993,235.389999,235.389999,374600
21/01/2022,233.440002,234.940002,223.919998,224.240005,224.240005,538000
24/01/2022,217,236.779999,211.880005,235.25,235.25,512100
25/01/2022,229.660004,234.839996,222,228.740005,228.740005,424200
26/01/2022,236.550003,246.110001,229.785004,232.210007,232.210007,543400
27/01/2022,237.399994,240.919998,225.270004,226.899994,226.899994,422400
28/01/2022,230.220001,232.190002,218.580002,230.570007,230.570007,420900
31/01/2022,233.399994,255.570007,233.352005,255.179993,255.179993,487300
01/02/2022,257.76001,261.320007,253.574997,258.670013,258.670013,305100
02/02/2022,261.309998,261.309998,249.399994,251.410004,251.410004,232400
03/02/2022,240.300003,249.649994,240.300003,243.440002,243.440002,161100
04/02/2022,244.630005,254.309998,239.770004,250.720001,250.720001,162100
07/02/2022,249.360001,257.679993,246.479996,248.949997,248.949997,148500
08/02/2022,247.779999,260.619995,245.199997,259.369995,259.369995,185000
09/02/2022,263.75,266.920013,258.579987,266.880005,266.880005,157700
10/02/2022,259.290009,272.609985,259.290009,263.609985,263.609985,177400
11/02/2022,265.23999,266.484985,246.369995,249.399994,249.399994,239300
14/02/2022,247.039993,260.609985,246.059998,254.070007,254.070007,262000
15/02/2022,261.279999,267.829987,256.600006,266.950012,266.950012,354100
16/02/2022,262.329987,269.690002,255.179993,269.040009,269.040009,344700
17/02/2022,270.600006,270.600006,254.119995,258.730011,258.730011,355800
18/02/2022,264.369995,266,250.160004,259.450012,259.450012,417900
22/02/2022,257.25,264.660004,250.970001,251.729996,251.729996,301300
23/02/2022,254.5,257,243.800003,244.419998,244.419998,337800
24/02/2022,231.490005,267.040009,230.009995,264.799988,264.799988,490900
25/02/2022,265.48999,275.040009,264.049988,274.320007,274.320007,396400
28/02/2022,268.230011,274.290009,264.769989,274,274,610500
01/03/2022,274,286.630005,262.630005,265.959991,265.959991,255000
02/03/2022,269.089996,272.950012,264.390015,268.309998,268.309998,303800
03/03/2022,272.76001,272.76001,245.789993,249.630005,249.630005,321900
04/03/2022,248.639999,248.639999,229.740005,233.520004,233.520004,291800
07/03/2022,234.899994,234.899994,219.339996,219.339996,219.339996,428900
08/03/2022,219,227.75,212.649994,224.429993,224.429993,448200
09/03/2022,232.289993,234.619995,228.600006,231.690002,231.690002,365200
10/03/2022,227.160004,229.220001,222.419998,225.300003,225.300003,258200
11/03/2022,230.479996,230.479996,224.210007,226.300003,226.300003,278300
14/03/2022,227.940002,230.910004,222.580002,225.630005,225.630005,333200
15/03/2022,225.990005,236.934998,221.5,236.369995,236.369995,280200
16/03/2022,242.029999,264.51001,241.550003,263.339996,263.339996,416100
17/03/2022,260.059998,270.290009,260.059998,265.859985,265.859985,254200
18/03/2022,262.75,275.320007,260.179993,275.149994,275.149994,267800
21/03/2022,273.799988,275.01001,265.559998,271.519989,271.519989,193000
22/03/2022,269.779999,282.125,268.730011,275.690002,275.690002,316500
23/03/2022,273.119995,281.609985,265.920013,272.600006,272.600006,211400
24/03/2022,272.559998,272.559998,263.369995,271.26001,271.26001,320000
25/03/2022,273.410004,274.170013,261.73999,270.600006,270.600006,221900
28/03/2022,269.450012,276.709991,263.309998,269.079987,269.079987,274500
29/03/2022,273,276.76001,268.339996,275.399994,275.399994,291200
30/03/2022,274.709991,274.709991,237.25,247.839996,247.839996,1076700
31/03/2022,248.339996,266.160004,248.339996,262.070007,262.070007,567300
01/04/2022,262.410004,266,253.470001,257.609985,257.609985,245900
04/04/2022,257.850006,266.049988,255.539993,262.709991,262.709991,139600
05/04/2022,260.619995,261.415009,254.352997,259.76001,259.76001,161600
06/04/2022,255.279999,255.279999,243.509995,248.830002,248.830002,250000
07/04/2022,247.389999,252.020004,241.160004,243.910004,243.910004,250300
08/04/2022,242.080002,247.570007,238.710007,239.059998,239.059998,210000
11/04/2022,236.5,238.809998,231.25,236.860001,236.860001,229600
12/04/2022,241.910004,249.869995,239.804993,241.210007,241.210007,331800
13/04/2022,240.800003,244.690002,238.440002,244.279999,244.279999,196500
14/04/2022,245.600006,245.600006,232.979996,233.490005,233.490005,275900
18/04/2022,230.960007,233.119995,224.699997,228.429993,228.429993,396700
19/04/2022,227.740005,237.345001,226.100006,236.949997,236.949997,212700
20/04/2022,239.25,241.830002,232.520004,234.5,234.5,150700
21/04/2022,238.570007,240.350006,220.399994,221.410004,221.410004,202000
22/04/2022,221.419998,223.649994,213.699997,217.309998,217.309998,220700
